symbol,fiscaldate_end,reported_currency,gross_profit,total_revenue,costof_revenue,costof_goodservices_sold,operating_income,selling_gen_admin,research_dev,operating_expenses,investment_income_net,netInterestIncome,interest_income,interest_expense,noninterest_income,othernon_operatingincome,depreciation,dpr_and_amort,income_beforetax,incometax_expense,interest_debt_expense,netincome_cont_operations,comprehensive_income_netoftax,ebit,ebitda,netincome
INDO,12/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INMB,12/31/2018,USD,0,0,0,0,-1879935,1364649,515286,1879935,0,0,0,0,0,0,0,0,-1879935,0,0,-1879935,0,-1879935,0,-1879935
INMD,6/30/2019,USD,33922000,38797000,4875000,4875000,15727000,16611000,1584000,23070000,0,382000,382000,0,0,0,0,0,16109000,274000,0,15835000,0,15801000,0,15797000
INTZ,9/30/2020,USD,936000,1587000,652000,652000,-1407000,1265000,1081000,2357000,0,-2000,0,2000,1589000,0,0,11000,-1409000,0,2000,-1416000,-1416000,-1407000,-1396000,-1409000
INZY,6/30/2020,USD,0,0,0,0,-9548000,1671000,7877000,9548000,0,71000,71000,0,0,0,0,0,-9473000,0,0,-9473000,0,-9522000,0,-9473000
IPHA,9/30/2019,EUR,-21920455.07,37457689.4,59378144.45,59378144.45,-51296197.32,23194851.12,0,88753886.66,0,0,0,-6928386.9,0,0,0,0,-47770883.43,0,0,-47770883.43,0,-51296197.32,0,-47770883.43
ITOS,6/30/2020,USD,0,0,0,0,-7264000,2394000,6137000,-1081000,0,0,0,0,0,0,0,0,-7252000,-50000,0,-7202000,0,-7135000,0,-7202000
IVA,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMF,6/30/2020,USD,48584000,62231000,13647000,13647000,4216000,26805000,11929000,44368000,0,-4690000,0,4690000,0,36000,0,0,-451000,-28000,0,-423000,0,4216000,0,-423000
JFIN,3/31/2019,CNY,612897000,731331000,118434000,118434000,294657000,220724000,53722000,318240000,0,-482000,-482000,-0.02,0,0,0,0,297694000,43479000,0,254215000,0,297212000,0,254215000
JIH,9/30/2019,USD,0,0,0,0,-1180,0,0,0,0,0,0,0,0,0,0,0,-1180,0,0,-1179,0,0,0,-1180
JMIA,3/31/2019,EUR,15666000,31842000,16176000,16176000,-45498000,40090000,16536545.87,61164000,0,-200000,-225000,800000,0,0,0,0,-45722000,100000,0,-45800000,0,-45160000,0,-45735000
JUPW,9/30/2020,USD,81727,178335,96608,96608,-568685,650412,0,747020,0,-38604,1068,39672,0,0,0,0,-607289,0,0,-607289,0,-520727,0,-607289
JWS,3/31/2020,USD,0,0,0,0,-3413,3413,0,3413,0,0,0,0,0,0,0,0,-3413,0,0,-3413,0,-3413,0,-3413
KBNT,6/30/2020,USD,0,91537,0,0,-1117700,658080,551157,1209237,0,-398120,0,398120,0,0,0,0,-1505320,0,0,-1505320,0,17676,0,-1505320
KC,3/31/2020,CNY,70771000,1390963000,1320192000,1320192000,-288824000,163945000,195650000,359595000,0,8211000,10095000,1884000,0,0,0,0,-325818000,5829000,0,-331647000,0,-357247000,0,-331341000
KRBP,9/30/2020,USD,0,0,0,0,-2415700,1190000,1225700,2415.7,0,0,0,0,0,0,0,0,-2415700,0,0,-2415700,0,-2365300,0,-2415700
KRKR,9/30/2019,CNY,55086000,130923000,75837000,75837000,-22781000,69172000,8695000,66413000,0,0,880000,0,0,0,0,0,-9985000,2383000,0,-12368000,0,-9367000,0,-11153000
KRON,9/30/2020,USD,0,0,0,0,-20809000,4054000,16755000,20809000,0,-3689000,200000,3889000,0,0,0,0,-39713000,0,0,-39713000,0,-35628000,0,-39713000
KROS,3/31/2020,USD,0,0,0,0,-10504000,1977000,8527000,10504000,0,-2000,-1492000,2000,0,0,0,0,-12064000,-172000,0,-11892000,0,-11999000,0,-11892000
KRTX,6/30/2019,USD,0,0,0,0,-15070000,8286000,6784000,15070000,0,-70000,452000,522000,0,0,0,0,-15140000,0,0,-15140000,0,-14606000,0,-15140000
LEGN,6/30/2020,USD,0,11600000,0,0,-56032000,14065000,53567000,67632000,0,-88000,0,88000,0,0,0,0,-134876000,0,0,-134876000,0,-134788000,0,-134876000
LESL,9/30/2020,USD,166635000,381313000,214678000,214678000,68048000,98587000,0,313265000,0,-18585000,0,18585000,0,0,0,0,49284000,7230000,0,42055000,0,61216925,0,42055000
LEVI,2/24/2019,USD,782808000,1416914000,651650000,651650000,200912000,581896000,0,581896000,0,-17544000,4011000,17544000,2621000,-1646000,0,0,181848000,35271000,17544000,146451000,146577000,200912000,0,146577000
LINX,6/30/2019,BRL,129234000,192651000,63417000,63417000,24411000,91130000,20113000,168240000,0,-1687000,6439000,5009000,0,0,0,0,15687000,3219000,0,12468000,0,52286000,0,12468000
LIVK,12/31/2019,USD,0,0,0,0,-103585,103585,0,103585,0,49785,49785,0,0,0,0,0,-67402,0,0,-67402,0,-103585,0,-67402
LIZI,12/31/2019,CNY,64443000,365278000,300835000,300835000,-28651000,43861000,52303000,96164000,0,37000,43000,0,0,0,0,0,-28950000,0,0,-28950000,0,-24886000,0,-28950000
LI,6/30/2020,CNY,259703000,1947238000,1687535000,1687535000,-176280000,234543000,201440000,2123518000,0,10242000,31538000,21296000,0,0,0,0,-75162000,0,0,-75162000,0,-137902000,0,-75162000
LMND,6/30/2020,USD,0,29900000,0,0,0,26100000,4200000,50600000,0,0,100000,0,0,0,0,0,-20700000,300000,0,-21000000,-20800000,0,0,-21000000
LMPX,12/31/2019,USD,247874,3032480,2784606,2784606,-648305,758051,0,-8344414,0,-23233,-23230,25206,0,0,0,0,-572195,0,0,-572195,0,-273426,0,-572195
LSPD,9/30/2020,USD,27505000,45493000,17988000,17988000,-18080000,27618000,12252000,63573000,0,-132000,556000,688000,0,0,0,0,-20778000,-1312000,0,-19466000,0,-14375000,0,-19466000
LTRN,6/30/2020,USD,0,0,0,0,-833422,676399,157023,833422,0,0,0,0,0,0,0,0,-833422,0,0,-833422,0,-832756,0,-833422
LU,9/30/2020,CNY,0,9805443000,0,0,5073563000,5432531000,0,0,0,766675000,2419021000,1652346000,0,0,0,0,3621391000,1464193000,0,2157198000,0,0,0,2184179000
LVGO,6/30/2019,USD,28003000,40886000,12883000,12883000,-14142000,31854000,10291000,55028000,0,0,0,0,0,0,0,0,-14239000,5000,0,-14244000,0,-12759000,0,-14244000
LXEH,9/30/2020,CNY,-3668795,19928837,23597632,23597632,-7954183,4285388,0,27883020,0,-420064,23991,444055,0,0,0,0,-3325317,0,0,-3325317,0,-2881262,0,-3325317
LYFT,3/31/2019,USD,313170000,776027000,462857000,650092000,-1156890000,651865000,630960000,1932917000,0,19654000,19654000,0,0,146000,0,0,-1137090000,1383000,0,-1138473000,-1136420000,-1156890000,0,-1138473000
LYRA,3/31/2020,USD,0,0,0,0,-4248000,1284000,2964000,4248000,0,16000,16000,0,0,0,0,0,-4232000,0,0,-4232000,0,-4240000,0,-4232000
MCFE,9/30/2020,USD,519000000,728000000,209000000,209000000,128000000,248000000,88000000,600000000,0,-73000000,0,73000000,0,0,0,0,12000000,12000000,0,0,0,205000000,0,0
MCMJ,9/30/2019,USD,0,0,0,0,-87,87,0,87,0,0,0,0,0,0,0,0,-87,0,0,-87,0,-87,0,-87
MDJH,12/31/2018,USD,860642,2408450,0,0,-564380,2960250,0,756044,0,0,26570,0,0,0,0,0,-537810,0,0,116517,0,104598,0,-515970
MDLA,7/31/2019,USD,60787000,95670000,34883000,34883000,-38452000,76546000,22693000,99239000,0,431000,431000,0,0,0,0,3500000,-37984000,300000,0,-38284000,-38914000,-38452000,-34952000,-38284000
MDWT,12/31/2020,USD,-796271,-831992,-35721,0,-17301306,2724146,0,11642594,2769847,0,0,0,-146185,0,12927,670233,-12474586,-560341,0,-11914245,-3227773,-17301306,-16631073,-11914245
MEC,3/31/2019,USD,19579000,143732000,124153000,124153000,6060000,8473000,0,137679000,0,-2832000,-2832000,2832000,0,0,4973000,0,3228000,769000,0,2460000,0,6060000,0,2459000
MEDS,12/31/2019,USD,1250297,1510993,445606,445606,-357093,1238870,0,1601306,0,-6410,-6410,6410,-5918861,46800,1250,0,-495203,0,184910,-310293,-495203,-357093,0,-495203
MEG,6/30/2020,USD,27877000,73766000,45889000,45889000,-3808000,23301000,0,78974000,0,-5260000,-6660000,5260000,0,0,0,0,11465000,-1759000,0,13224000,0,26509000,0,13224000
MIRM,6/30/2019,USD,0,0,0,0,-14034000,2445000,11589000,14034000,0,468000,468000,0,0,0,0,0,-13557000,0,0,-13557000,0,-13946000,0,-13557000
MITO,3/31/2019,USD,0,0,0,0,-41485000,4157000,14328000,18485000,0,-4475000,-1693000,4683000,0,0,0,0,-43178000,0,0,-43178000,0,-18277000,0,-43178000
MKD,12/31/2019,CNY,35120000,4062676000,4027556000,4027556000,-58595000,52043000,14535000,4121271000,0,-2192000,-2180000,-2193000,0,0,0,0,-59861000,465000,0,-60326000,0,-57937000,0,-60326000
MNPR,12/31/2019,USD,0,0,0,0,-1224895,641117,583778,1224895,0,18036,18036,0,0,0,0,0,-1206859,0,0,-1206859,0,-1224895,0,-1206859
MNRL,3/31/2019,USD,13149000,18265000,5116000,5116000,8707000,4442000,0,9558000,0,-3825000,-4510000,3825000,0,29000,0,0,4226000,190000,0,4195000,8707000,8707000,0,4036000
MNSO,9/30/2020,CNY,522376000,2072139000,1549763000,1549763000,19497000,538872000,0,2052642000,0,2070000,9170000,7100000,0,0,0,0,-1625359000,50976000,0,-1676335000,0,-1618259000,0,-1672619000
MOHO,9/30/2019,USD,18416000,74929000,56513000,56513000,2667000,15307000,442000,72262000,0,-719000,-574000,719000,0,0,0,0,2230000,308000,0,1922000,0,2804000,0,1977000
MORF,6/30/2019,USD,-8340000,5567000,13907000,13907000,-10417000,2077000,13907000,15984000,0,1119000,1119000,-34000,0,0,0,0,-9298000,135000,0,-9433000,0,-10218000,0,-9433000
MRVI,12/31/2020,USD,74958000,98353000,23395000,23395000,31245000,41621000,2092000,67108000,0,-8806000,0,8806000,0,0,0,0,14841000,369000,0,14472000,0,23647000,0,25209000
MTC,12/31/2018,USD,10570,26880,16310,16310,-1263300,1273870,0,645088,0,0,-17860,0,0,0,0,0,-1286750,0,0,-643376,0,-631647,0,-1286750
NBAC,12/31/2019,USD,0,0,0,0,-175,175,0,175,0,0,0,0,0,0,0,0,-175,0,0,-175,0,-175,0,-175
NBTX,12/31/2020,EUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0
NCNO,7/31/2020,USD,26178000,48765000,22587000,22587000,-15693000,26579000,15292000,64458000,0,55000,55000,0,0,0,0,0,-14521000,203000,0,-14724000,0,-13936000,0,-14646000
NET,9/30/2019,USD,57908000,73941000,16033000,16033000,-41086000,71131000,27863000,98994000,0,672000,672000,407000,0,-651000,7700000,0,-41065000,-212000,0,-40853000,-40846000,-41086000,0,-40853000
NFE,12/31/2018,USD,200000,31369000,31169000,27117000,-21960000,21310000,0,53329000,0,0,0,4859000,0,887000,1124000,1063000,-35466000,-737000,0,-34763000,-37849000,-21960000,-20897000,-34729000
NGMS,12/31/2020,USD,0,14007000,0,0,2856000,5648000,2342000,11151000,0,-1139000,0,1139000,0,0,0,0,1717000,737000,0,2494000,0,6017000,0,2494000
NKTX,6/30/2020,USD,0,0,0,0,-10355581,2493595,7861986,10355581,0,27176,27176,0,0,0,0,0,-51065117,0,0,-51065117,0,-10183414,0,-51065117
NNOX,9/30/2020,USD,0,0,0,0,-11062000,8956000,2106000,11062000,0,7000,0,0,0,0,0,0,-11055000,0,0,-11055000,0,-11062000,0,-11055000
NRIX,8/31/2020,USD,0,0,0,0,-19192000,4338000,18939000,23277000,0,675000,675000,0,0,0,0,600000,-18517000,0,0,-18517000,-18518000,-19192000,-18592000,-18517000
NUZE,6/30/2020,USD,-139077,191962,331039,331039,-2518024,0,0,2378947,0,-6448,0,6448,0,-16590,0,0,-2541062,0,6448,-2534614,-2531679,-2518024,0,-2541062
OCFT,12/31/2019,CNY,259845000,772923000,513078000,513078000,-535910000,468022000,314597000,13136000,0,-3819000,37880000,42114000,0,0,0,0,-588654000,49884000,0,-638538000,0,-500304000,0,-619375000
OLMA,12/31/2020,USD,0,0,0,0,-10131000,3842000,6289000,10131000,0,0,0,0,0,0,0,0,-10131000,0,0,-10131000,0,-10131000,0,-10131000
OM,9/30/2020,USD,-5126000,13756000,18882000,18882000,-40733000,26432000,9175000,54489000,0,-431000,0,431000,0,0,0,0,-42294000,0,0,-42294000,0,-40300000,0,-42294000
ONCR,9/30/2020,USD,0,0,0,0,-8900000,1973000,6927000,8900000,0,2000,2000,0,0,0,0,0,-19531000,0,0,-19531000,0,-8545000,0,-19531000
ONEW,12/31/2019,USD,32189000,153698000,121509000,121509000,2552000,28305000,0,150709000,0,-4512000,-4512000,4512000,0,-13000,0,760000,-1067000,0,0,-1067000,0,2552000,3312000,-1314000
OPRT,9/30/2019,USD,131093000,153880000,22383000,22383000,14415000,3886000,0,122032000,0,123773000,139272000,15499000,0,0,2300000,0,14429000,4400000,0,10029000,10037000,31444000,0,10029000
OPT,9/30/2020,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1761416,0,0,0,0,0,0
ORCC,6/30/2019,USD,123822000,131735000,52313000,52313000,119622000,4421000,0,2865000,0,137371000,171364000,33993000,0,0,0,0,124449000,-221000,0,124670000,0,156259000,0,124670000
ORIC,3/31/2020,USD,0,0,0,0,-9179000,1925000,7254000,9179000,0,241000,241000,0,0,0,0,0,-8872000,0,0,-8872000,0,-8929000,0,-8872000
ORPH,9/30/2020,DKK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000,0,0,0,0,0,0
ORSN,6/30/2019,USD,0,0,0,0,-103,103,0,103,0,0,0,0,0,0,0,0,-103,0,0,-103,0,-103,0,-103
OSH,6/30/2020,USD,19396000,214382000,194986000,194986000,-24418000,41140000,0,238800000,0,-2448000,-2448000,2448000,0,0,0,0,-26844000,0,0,-26844000,0,-21722000,0,-26765000
OYST,9/30/2019,USD,0,0,0,0,-11897000,3809000,8088000,11897000,0,400000,400000,0,0,0,0,0,-11497000,0,0,-11497000,0,-11897000,0,-11497000
PACE,9/30/2020,USD,0,0,0,0,-19075,19075,0,19075,0,0,0,0,0,0,0,0,-19075,0,0,-19075,0,-19075,0,-19075
PBTS,3/31/2019,USD,2253054,6399598,4146544,4146544,-1186015,1873591,654912,7585613,0,0,0,-321920,0,0,0,0,-1487547,-45022,0,-1442525,0,-1186015,0,-1442525
PCVX,6/30/2020,USD,0,0,0,0,-20188000,3046000,18178000,-1036000,0,44000,44000,0,0,0,0,0,-20320000,0,0,-20320000,0,-19789000,0,-20320000
PFHD,12/31/2019,USD,0,8119000,0,0,0,5253000,0,0,0,7386000,10558000,3172000,0,0,0,0,1110000,122000,0,988000,0,0,0,988000
PHR,7/31/2019,USD,19505290,-30932300,11310878,11310878,-4140367,15540316,4689990,34956535,0,-745205,35795,781000,0,327421,2136245,0,-7442002,51189,0,-7493191,0,-4140367,0,-7493191
PINE,12/31/2019,USD,2906280,3804820,898540,898540,700770,606520,0,3104053,0,0,-41230,-41230,0,0,0,0,659540,0,0,659539,0,700769,0,665600
PING,9/30/2019,USD,47525000,61765000,14240000,14240000,3379000,28803000,11283000,44146000,0,-3818000,-3818000,3818000,0,-992000,700000,4060000,-4595000,-4000000,0,-595000,-705000,3379000,7439000,-595000
PLIN,6/30/2019,USD,9001220,102545150,93543930,93543930,5534520,3466700,0,22138276,0,0,-977860,-141577,0,0,0,0,4577240,-133057,0,1613754,0,1681316,0,4363590
PLMR,3/31/2019,USD,-13837000,22307000,36144000,36144000,-13837000,0,0,36573000,960000,-429000,-429000,429000,0,0,0,0,-14266000,145000,0,-14411000,-12224000,-13837000,0,-14411000
PLTR,9/30/2020,USD,140026000,289366000,149340000,149340000,-847777000,673888000,313915000,987803000,0,-1591000,494000,2085000,0,-3293000,2500000,0,-861862000,-8543000,0,-853319000,-853051000,-847777000,0,-853319000
PRAX,9/30/2020,USD,0,0,0,0,-16217000,3431000,12786000,16217000,0,1000,1000,0,0,0,0,0,-16216000,0,0,-16216000,0,-16207000,0,-16216000
PRFX,9/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,0,0,0
PRLD,9/30/2020,USD,0,0,0,0,-18144000,2851000,15293000,18144000,0,0,0,0,0,0,0,0,-16760000,0,0,-16760000,0,-18002000,0,-16760000
PROS,6/30/2019,USD,47464000,220112000,172648000,172648000,14266000,26028000,0,207850000,0,-3147000,-3147000,3147000,0,0,0,0,11041000,2423000,0,8696000,32025000,14188000,0,8618000
PRVL,6/30/2019,USD,0,0,0,0,-15668000,3713000,11955000,15668000,0,565000,565000,0,0,0,0,0,-15103000,0,0,-15103000,0,-15046825,0,-15103000
PSNL,6/30/2019,USD,-24927000,-15004000,9923000,9923000,-4061000,5466000,4497000,19886000,0,-545000,200000,745000,0,-1261000,0,0,-5867000,2000,0,-5869000,-5884000,-4061000,0,-5869000
PTK,6/30/2020,USD,0,0,0,0,-98230,98230,0,98230,0,0,0,0,0,0,0,0,-98230,0,0,-98230,0,-98230,0,-98230
PTON,9/30/2019,USD,105100000,228000000,122900000,122900000,-50900000,138500000,17400000,156000000,0,1300000,1300000,0,0,-100000,0,0,-49700000,100000,0,-49800000,-51100000,-50900000,0,-49800000
PTVE,9/30/2020,USD,184000000,1457000000,1011000000,1011000000,-31000000,116000000,0,1171000000,0,-80000000,3000000,68000000,1210000000,1000000,58000000,0,-317000000,42000000,0,-143000000,-293000000,-31000000,0,-359000000
PUBM,12/31/2020,USD,44792000,56242000,11450000,11450000,22206000,19616000,2970000,34036000,0,0,0,0,0,0,0,0,21688000,2863000,0,18825000,0,26375000,0,18825000
PUYI,3/31/2019,USD,30467500,39490500,9023000,9023000,1853500,28614000,0,37637000,0,0,0,0,0,0,0,0,3459500,241500,0,3218000,0,1853500,0,3518000
PYPD,6/30/2020,USD,0,0,0,0,-7272000,2933000,4339000,7272000,0,-9721000,0,0,0,0,0,0,-16993000,0,0,-16993000,0,-7272000,0,-16993000
QH,6/30/2020,CNY,60353000,547577000,487224000,487224000,28134000,29487000,2732000,519443000,0,-1969000,254000,2223000,0,0,0,0,31198000,11518000,0,19680000,0,31989000,0,20660000
QK,9/30/2019,CNY,-15675000,335832000,351507000,351507000,-87818000,65461000,8649000,-1967000,0,-24007000,1607000,25616000,0,0,0,0,-125113000,23000,0,-125136000,0,-30314000,0,-125116000
RBKB,12/31/2018,USD,8594000,8594000,525000,0,6119000,1797000,0,2459000,0,7521000,9241000,1720000,1551000,0,0,291000,1667000,469000,1720000,1198000,2264000,6119000,6410000,1198000
REAL,6/30/2019,USD,46050000,72209000,26159000,24926000,-25340000,25355000,0,71390000,0,230000,610000,380000,0,-1706000,0,3200000,-26816000,59000,0,-26875000,-26873000,-25340000,-22140000,-26875000
REYN,12/31/2019,USD,263000000,835000000,572000000,572000000,158000000,74000000,0,677000000,0,-35000000,0,35000000,0,0,0,28000000,122000000,32000000,0,158000000,86000000,157000000,185000000,90000000
RICE,9/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RKT,6/30/2020,USD,0,4441698000,0,0,4021973000,1344442000,0,0,0,-8885000,-159491000,86924000,0,0,0,0,3585809000,21944000,0,3461211000,0,0,0,3461647000
RLAY,6/30/2020,USD,0,0,0,0,-27719000,6053000,21666000,27719000,0,998000,998000,0,0,0,0,0,-26724000,0,0,-26724000,0,-26854000,0,-26724000
RMBI,6/30/2019,USD,7897381,7897381,485000,0,6807347,1090034,0,1090034,0,7482476,10398501,2916025,899905,0,0,225093,293425,-41700,2916025,-754909,1890689,6807347,7032440,335125
RNLX,6/30/2020,USD,0,0,0,0,0,4116000,0,0,0,0,0,0,0,0,0,0,0,-1360000,0,0,0,0,0,0
ROOT,9/30/2020,USD,0,50500000,0,0,0,66400000,0,116200000,0,-19500000,1200000,19500000,0,0,0,0,-85200000,0,0,-85200000,-85100000,0,0,-85200000
RPLA,3/31/2019,USD,0,0,0,0,-13740,13740,0,13739,0,0,0,0,0,0,0,0,-13740,0,0,-13739,0,-13739,0,-13740
RPRX,6/30/2020,USD,510932000,510932000,0,0,409346000,42799000,5776000,98276000,2724000,-31465000,2724000,34189000,0,261000,0,0,601976000,1624000,0,601976000,447399000,409346000,0,442074000
RPTX,6/30/2020,USD,0,0,0,0,-12323000,3372000,8951000,12323000,0,0,0,0,0,0,0,0,-11732000,70000,0,-11802000,0,-12711000,0,-11802000
RTLR,6/30/2019,USD,58666000,111774000,53108000,53108000,55602000,3068000,0,56172000,0,-85000,-199000,85000,0,-114000,10158000,10158000,55403000,8724000,0,46679000,0,55602000,65760000,4803000
RUHN,3/31/2019,CNY,84263000,228249000,143986000,143986000,-34082930,118360000,0,271339783,0,197190,7759450,0,0,0,0,0,-26323480,933470,0,-27419705,0,-6474000,0,-28095860
RXT,6/30/2020,USD,241900000,656500000,414600000,414600000,22700000,219200000,0,633800000,0,-68900000,0,68900000,0,300000,0,0,-44900000,-12300000,0,-32600000,-36800000,22700000,0,-32600000
SCPE,6/30/2019,USD,0,0,0,0,-70,70,0,70,0,0,0,0,0,0,0,0,-70,0,0,-70,0,-70,0,-70
SDC,9/30/2019,USD,138750000,180185000,41435000,39125000,-382341000,521091000,0,562526000,0,-4291000,-4291000,4291000,0,-421000,0,0,-87817000,479000,0,-387564000,0,-382341000,0,-88296000
SDGR,12/31/2019,USD,15527000,25832000,10305000,10305000,-7847000,12292000,11082000,23374000,0,415000,415000,0,0,0,893000,0,-6798000,-29000,0,-7145000,-6777000,-7847000,0,-6769000
SFTW,9/30/2019,USD,-1061,0,1061,1061,-1061,1061,0,1061,0,0,0,0,0,0,0,0,-1061,0,0,-1061,0,-1061,0,-1061
SGTX,12/31/2020,USD,0,3756000,0,0,-14086000,3505000,14337000,17842000,0,-461000,44000,505000,0,0,0,0,-15189000,0,0,-15189000,0,-14458000,0,-15189000
SHC,12/31/2020,USD,120577000,216845000,96268000,96268000,52381000,53156000,0,164464000,0,-48117000,0,48117000,0,0,0,0,-35078000,8308000,0,-43386000,0,49444000,0,-43680000
SITM,12/31/2019,USD,13448000,28089000,14641000,14641000,1030000,6469000,5949000,12418000,0,-394000,-394000,394000,0,-12000,900000,0,624000,-9000,0,633000,0,1030000,0,633000
SLGG,3/31/2019,USD,175000,249000,74000,74000,-6136000,5601000,1155000,6311000,0,-9938000,-187000,2871000,0,-9933000,0,335000,-16069000,0,0,-16069000,0,-6136000,-5801000,-16069000
SNDL,6/30/2019,CAD,19270000,19299000,29000,29000,-4067000,21433000,1756000,23366000,0,-8083000,-7888000,5369000,0,0,0,0,-12350000,-923073.96,0,-12350000,0,-5280000,0,-12322000
SNOW,9/30/2020,USD,92943000,159624000,66681000,66681000,-169454000,188259000,74138000,329078000,0,1517000,1517000,0,0,0,0,0,-168456000,433000,0,-168889000,0,-166605000,0,-168889000
SOAC,3/31/2020,USD,0,0,0,0,-58999,58999,0,58999,0,0,0,0,0,0,0,0,-58999,0,0,-58999,0,-58999,0,-58999
SONM,3/31/2019,USD,9021000,26484000,17463000,17463000,-4142000,6202000,6961000,13163000,0,-422000,-422000,422000,0,-265000,0,0,-4829000,295000,0,-6206000,0,-4142000,0,-5124000
SPNV,9/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRB,9/30/2020,USD,0,0,0,0,-9559000,1790000,7769000,9559000,0,-79000,0,79000,0,0,0,0,-9587000,0,0,-9587000,0,-9500000,0,-9587000
SQFT,9/30/2020,USD,5663568,5663568,0,2108621,-5265422,1366380,0,5101918,0,-2143960,0,2143960,332714,-12270,0,1626917,-1625643,122602,2143960,-7697919,-1384468,-5265422,-3638505,-1748245
SQZ,9/30/2020,USD,6121,6121000,0,0,-12401000,4612000,13910000,18522000,0,56000,56000,0,0,-6000,0,0,-12351000,0,0,-12351000,0,-12401000,0,-12351000
SSPK,6/30/2019,USD,0,0,0,0,-5000,133620,0,0,0,0,0,0,0,0,0,0,-5000,0,0,-5000,0,0,0,-5000
STEP,9/30/2020,USD,-35291000,-61413000,-26122000,-26122000,110030000,10770000,0,132883000,0,-5105000,165000,5270000,0,0,0,0,109250000,881000,0,108369000,0,-44593000,0,-790000
STPK,9/30/2020,USD,0,0,0,0,-392916,243883,0,392916,0,0,0,0,0,0,0,0,-374402,0,0,-374402,0,-411430,0,-374402
SUMO,10/31/2020,USD,38267000,51868000,13601000,13601000,-22897000,15507000,18753000,61164000,0,-612000,0,290000,0,0,400000,0,-23509000,417000,0,-23926000,-23977000,-22897000,0,-23926000
SWTX,9/30/2019,USD,0,0,0,0,-15329000,4584000,10745000,15329000,0,997000,997000,0,0,0,0,0,-16833000,0,0,-16833000,0,-15266000,0,-16833000
SXTC,12/31/2018,USD,2678690,3917710,1239020,1239020,222619,2842040,0,2842040,0,0,0,-3338,0,0,0,0,233345,-40087,0,273432,0,1328960,0,273432
SYTA,9/30/2020,CAD,966681,3013957,2047000,2047000,-1697051,2207750,0,4710732,0,-645673,0,0,0,0,0,0,-2507307,0,0,-2507307,0,-1216939,0,-2506798
SY,3/31/2019,CNY,169636000,206053000,36417000,36417000,37965000,100326000,31345000,131671000,0,5451000,14027000,0,0,0,0,0,52932000,7027000,0,45905000,0,66959000,0,45905000
TARS,9/30/2020,USD,0,0,0,0,-10141000,2150000,7991000,10141000,0,4000,0,0,0,0,0,0,-10137000,1000,0,-10138000,0,-10061000,0,-10138000
TCRR,3/31/2019,USD,0,0,0,0,-10775000,2886000,7889000,10775000,0,872000,872000,0,0,872000,0,0,-9903000,0,0,-9903000,0,-10640000,0,-9903000
THBR,6/30/2019,USD,0,0,0,0,-26355,26355,0,26355,0,0,0,0,0,0,0,0,-26355,0,0,-26355,0,-26355,0,-26355
THCA,6/30/2019,USD,0,0,0,0,-29,29,0,29,0,0,0,0,0,0,0,0,-29,0,0,-29,0,-29,0,-29
THCB,3/31/2019,USD,-70042,0,70042,70042,-70040,0,0,70042,0,409539,428680,0,0,0,0,0,358640,75314,0,283325,0,-70042,0,283330
THRY,9/30/2020,USD,152978000,240325000,87347000,87347000,22573000,94951000,0,217752000,0,-15609000,0,15609000,0,0,0,0,-24395000,-24250000,0,-145000,0,27852000,0,-145000
TIGR,3/31/2019,USD,17556340,19969920,2413580,2413580,-3993230,13709650,0,14210847,0,195108,564380,208721,0,0,0,0,-3428800,-1083313,0,-2345489,0,-1591830,0,-2874270
TIG,6/30/2020,USD,0,24429000,0,0,0,8316000,0,-40000,0,-501000,7000,501000,0,0,0,0,3469000,979000,0,3720000,0,0,0,3720000
TMDX,3/31/2019,USD,2573000,4676000,2103000,2103000,-5962000,4653000,3882000,8535000,0,-1093000,0,1093000,0,-103000,0,0,-6885000,10000,0,-6895000,-6861000,-5962000,0,-6895000
TPGY,9/30/2020,USD,0,0,0,0,-14183,14183,0,14183,0,0,0,0,0,0,0,0,-14183,0,0,-14183,0,-14183,0,-14183
TRVI,3/31/2019,USD,0,0,0,0,-4812000,1474000,3338000,4812000,0,58000,6000,0,0,0,0,0,-4806000,-4000,0,-4802000,0,-4797000,0,-4802000
TSHA,9/30/2020,USD,0,0,0,0,-15041000,3984000,11057000,15041000,0,-1000,0,1000,0,0,0,0,-15042000,0,0,-15042000,0,-15041000,0,-15042000
TUFN,3/31/2019,USD,18416000,22454000,4038000,4038000,-4275000,16188000,6503000,22691000,0,40000,40000,-277000,0,0,0,0,-4235000,213000,0,-4448000,0,-4458000,0,-4448000
