symbol,fiscaldate_end,reported_currency,gross_profit,total_revenue,costof_revenue,costof_goodservices_sold,operating_income,selling_gen_admin,research_dev,operating_expenses,investment_income_net,net_interest_income,interest_income,interest_expense,noninterest_income,othernon_operatingincome,depreciation,dpr_and_amort,income_beforetax,incometax_expense,interest_debt_expense,netincome_cont_operations,comprehensive_income_netoftax,ebit,ebitda,netincome
NGM,9/30/2020,USD,23482000,23482000,0,0,-29957000,6460000,46979000,53439000,0,260000,260000,-260000,23482000,-68000,1600000,0,-29765000,0,0,-30025000,-29887000,-29957000,0,-29765000
NGM,6/30/2020,USD,19755000,19755000,0,0,-25533000,6794000,38494000,45288000,0,388000,388000,-388000,0,-471000,1700000,0,-25616000,0,0,-26004000,-25424000,-25533000,0,-25616000
NGM,3/31/2020,USD,24364000,24364000,0,0,-20670000,6595000,38439000,45034000,0,1175000,1175000,-1175000,0,380000,1731000,0,-19115000,0,0,-20290000,-19195000,-20670000,0,-19115000
NGM,12/31/2019,USD,4987000,31083000,26096000,26096000,-17294000,6423000,41954000,48377000,0,1554000,1554000,0,0,-201000,1767000,0,-25441000,-9500000,0,-10803000,-16015000,-17294000,0,-15941000
NGM,9/30/2019,USD,8889000,21568000,12679000,12679000,-12997000,5612000,28953000,34565000,0,1984000,1984000,-1984000,0,96000,1900000,0,-10917000,0,0,-12901000,-10920000,-12997000,0,-10917000
NGM,6/30/2019,USD,-3478000,25341000,28819000,28819000,-9707000,6229000,28819000,35048000,0,2044000,2044000,-2044000,0,-6000,1900000,0,-7669000,0,0,-9707000,-9707000,-9707000,0,-7669000
NGMS,12/31/2020,USD,0,14007000,0,0,2856000,5648000,2342000,11151000,0,-1139000,0,1139000,0,0,0,0,1717000,737000,0,2494000,0,6017000,0,2494000
NGMS,12/31/2019,USD,0,8955000,0,0,1469000,3480000,1436000,7486000,0,-1100000,0,1077000,0,0,0,0,422000,283000,0,-648000,0,4069000,0,-648000
NKTX,9/30/2020,USD,0,0,0,0,-13746000,3918000,9828000,13746000,0,206000,206000,0,0,0,0,0,-13693000,0,0,-13693000,0,-13471405,0,-13693000
NKTX,6/30/2020,USD,0,0,0,0,-10355581,2493595,7861986,10355581,0,27176,27176,0,0,0,0,0,-51065117,0,0,-51065117,0,-10183414,0,-51065117
NKTX,3/31/2020,USD,0,0,0,0,-9408259,2148421,7259838,9408259,0,124611,124611,0,0,0,0,0,-8706003,0,0,-8706003,0,-9845202,0,-8706003
NKTX,12/31/2019,USD,0,385,0,0,-8647530,1965960,6681955,8647915,0,243287,244106,819,0,0,0,0,-10486835,0,0,-10486835,0,-8292121,0,-10486835
NKTX,9/30/2019,USD,0,0,0,0,-5909000,1289000,4620000,5909000,0,-283000,0,283000,0,0,0,0,-2668000,0,0,-2668000,0,-5766896,0,-2668000
NKTX,6/30/2019,USD,0,2308,0,0,-4670822,1052272,3620858,4673130,0,-167133,21855,188988,0,0,0,0,-4837955,0,0,-4837955,0,-4555281,0,-4837955
NKTX,3/31/2019,USD,0,113077,0,0,-3120880,939838,0,0,0,0,37900,0,0,0,0,0,-3082980,0,0,0,0,-3049668,0,-3082980
NNOX,12/31/2020,USD,0,0,0,0,-19061000,16109000,2952000,19061000,0,87000,0,0,0,0,0,0,-18974000,0,0,-18974000,0,-19061000,0,-18974000
NNOX,9/30/2020,USD,0,0,0,0,-11062000,8956000,2106000,11062000,0,7000,0,0,0,0,0,0,-11055000,0,0,-11055000,0,-11062000,0,-11055000
NNOX,6/30/2020,USD,0,0,0,0,-6429000,4643000,1786000,6429000,0,65000,0,0,0,0,0,0,-6364000,0,0,-6364000,0,-6429000,0,-6364000
NNOX,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNOX,12/31/2019,USD,0,0,0,0,-19040000,17031000,2009000,19040000,0,20000,0,0,0,0,0,0,-19020000,0,0,-19020000,0,-19040000,0,-19020000
NNOX,9/30/2019,USD,0,0,0,0,-1869000,1501000,368000,1869000,0,2000,0,0,0,0,0,0,-1867000,0,0,-1867000,0,-1869000,0,-1867000
NNOX,6/30/2019,USD,0,0,0,0,-953000,781000,172000,953000,0,-11000,0,0,0,0,0,0,-964000,0,0,-964000,0,-953000,0,-964000
NOVA,12/31/2020,USD,-101691000,-83948000,20888000,17743000,-17978000,30768000,0,31919000,0,-26776000,6442000,26776000,-54027000,1577000,18255000,1000,-91765000,5000,118827000,-9964000,-91770000,-17978000,-17977000,-91770000
NOVA,9/30/2020,USD,-48558000,-32042000,18060000,16516000,1649000,28549000,0,29571000,0,-29954000,5999000,29954000,-544000,-91000,16997000,0,-64005000,176000,80675000,7381000,-54781000,1649000,1649000,-64181000
NOVA,6/30/2020,USD,-6048000,10842000,18306000,16890000,-5143000,28133000,0,28610000,0,-30532000,6680000,30532000,42790000,266000,15868000,0,-28729000,0,30532000,1803000,-28729000,-5143000,-5143000,-25258000
NOVA,3/31/2020,USD,-83211000,-39353000,15893000,14029000,-14306000,27893000,0,28786000,0,-67318000,4620000,67318000,29829000,0,14946000,2000,-77004000,0,67318000,-9686000,-77004000,-14306000,-14304000,-71075000
NOVA,12/31/2019,USD,-130558000,14677000,13820000,13679000,-9155000,28002000,0,28954000,0,-8169000,3615000,8169000,-108587000,0,14353000,2000,-13762000,0,18814000,-5593000,-6592000,-9155000,-9153000,-17509000
NOVA,9/30/2019,USD,3560000,15688000,12133000,12128000,-5898000,28509000,0,29371000,0,-31585000,3407000,31585000,47260000,0,12348000,2000,-34369000,0,20940000,-2784000,-41539000,-5898000,-5896000,-37590000
NPA,12/31/2020,USD,0,0,0,0,-632682,0,0,632682,0,0,54153,0,0,52811,0,0,-579871,-30822,0,-549049,-714995,-632682,0,-549049
NPA,9/30/2020,USD,14635,14635,0,0,-152823,152823,0,152823,0,14635,88058,0,0,83140,0,0,-69683,-14634,0,-55049,-55049,-152823,0,-55049
NREF,12/31/2020,USD,5255000,5255000,41000,0,2483000,1021000,0,2772000,2752000,5416000,12079000,6663000,0,0,0,0,26224000,0,6663000,26556000,26224000,2483000,0,26224000
NREF,9/30/2020,USD,4404000,4404000,-14000,0,1516000,1167000,0,2888000,1305000,4390000,10492000,6102000,0,0,0,0,11541000,0,6102000,11555000,11541000,1516000,0,9029000
NREF,6/30/2020,USD,4524000,4524000,81000,0,2135000,846000,0,2389000,1805000,4605000,9821000,5216000,0,0,0,0,19273000,0,5216000,19192000,19273000,2135000,0,5270000
NRIX,11/30/2020,USD,6689000,6689000,0,0,-20008000,6252000,20445000,26697000,0,135000,135000,0,0,0,0,644000,-19873000,41000,0,-19914000,-19965000,-20008000,-19364000,-19914000
NRIX,8/31/2020,USD,0,0,0,0,-19192000,4338000,18939000,23277000,0,675000,675000,0,0,0,0,600000,-18517000,0,0,-18517000,-18518000,-19192000,-18592000,-18517000
NRIX,5/31/2020,USD,0,4182000,0,0,-13230000,3270000,0,0,0,0,223000,0,0,0,0,0,-13007000,-20587000,0,0,0,0,0,7580000
NRIX,2/29/2020,USD,0,2864000,0,0,-12553000,2450000,0,0,0,0,173000,0,0,0,0,0,-12380000,11000,0,0,0,0,0,-12391000
NRIX,11/30/2019,USD,0,1862000,0,0,-13564000,2602000,12824000,15426000,0,255000,255000,0,0,0,0,0,-13309000,0,0,-13519000,0,-13015000,0,-13519000
NRIX,8/31/2019,USD,0,10580000,0,0,-2612000,2184000,11008000,13192000,0,195000,195000,0,0,0,0,0,-2417000,10000,0,-2427000,0,-2056000,0,-2427000
NRIX,5/31/2019,USD,0,9439000,0,0,-3190000,1870000,0,0,0,0,132000,0,0,0,0,0,-3058000,10000,0,0,0,0,0,-3068000
NRIX,2/28/2019,USD,0,9234000,0,0,-2870000,1670000,0,0,0,0,194000,0,0,0,0,0,-2676000,9000,0,0,0,0,0,-2685000
NTST,12/31/2020,USD,9136000,15667000,6531000,6531000,3095000,3499000,0,6031000,0,-926000,0,926000,0,0,3700000,1615000,4510000,0,926000,2159000,4574000,3095000,4710000,4229000
NUZE,12/31/2020,USD,1703,517987,516284,516284,-5902123,0,0,5903826,0,-4039,0,4039,517987,12052,0,0,-5896072,0,4039,-5892127,-5894416,-5902123,0,-5896072
NUZE,9/30/2020,USD,-119611,344857,391180,391180,-871331,0,0,751720,0,-4670,0,4670,1497662,-176962,0,0,-1029649,0,4670,-1024979,-867155,-871331,0,-982556
NUZE,6/30/2020,USD,-139077,191962,331039,331039,-2518024,0,0,2378947,0,-6448,0,6448,0,-16590,0,0,-2541062,0,6448,-2534614,-2531679,-2518024,0,-2541062
NUZE,3/31/2020,USD,-103300,393392,496692,496692,-2516932,0,0,2413632,0,-5407,0,5407,0,1119,0,0,-2521220,0,5407,-2515813,-2512004,-2516932,0,-2521220
NUZE,12/31/2019,USD,123035,546208,423173,209670,-3426798,3549833,0,3549833,0,-4718,0,4718,0,-913,0,0,-3432253,0,4718,-3427711,-3388360,-3426798,0,-3432253
NUZE,9/30/2019,USD,-85546,489024,574570,469045,1183471,1269017,0,-1269017,0,-2588,0,2588,90069,20877,0,0,1201760,0,-89096,1204348,1222182,1183471,0,1228731
NUZE,6/30/2019,USD,116157,585202,469045,469045,-9397846,9514003,0,9514003,0,-1471,0,1471,0,-86294,0,0,-9393927,0,1471,-9392456,-9468526,-9397846,0,-9393927
NUZE,3/31/2019,USD,120768,365956,245188,245188,-1392584,1513352,0,1513352,0,-751,0,751,-2631,-41028,0,0,-1434363,0,751,-1433612,-1408083,-1392584,0,-1434363
NUZE,12/31/2018,USD,143738,353408,209670,239010,-2588890,2732628,0,2732628,0,-457,0,457,-89053,941,0,0,-2588406,0,89510,-2587949,-2560509,-2588890,0,-2588406
NUZE,9/30/2018,USD,-252135,370123,622258,622258,-1606716,1354581,0,1354581,0,-4468,0,4468,-15204,58274,0,0,-1548910,0,4468,-1555871,-1578480,-1606716,0,-1548910
NUZE,6/30/2018,USD,98229,271317,173088,173088,-633598,731827,0,731827,0,521,0,-521,-11789,-5744,0,0,-639863,0,-521,-633598,-627474,-633598,0,-639863
NUZE,3/31/2018,USD,103254,390653,287399,287399,-734871,838125,0,838125,0,766,0,-766,10051,8541,0,0,-737263,0,-766,-734871,-752081,-734871,0,-737263
NUZE,12/31/2017,USD,117869,356879,239010,239010,-642784,760653,0,760653,0,713,0,-713,-250,507,0,0,-643556,0,713,-642784,-636728,-642784,0,-643556
NUZE,9/30/2017,USD,32618,406314,373696,373696,-684652,717270,0,717270,0,9866,0,-9866,16325,0,0,0,-677515,0,-275,-687267,-704556,-684652,0,-677515
NUZE,6/30/2017,USD,65186,268262,203076,203076,-371990,437176,0,437176,0,745,0,-745,-2947,0,0,0,-367009,0,-745,-371990,-360498,-371990,0,-367009
NUZE,3/31/2017,USD,50735,376327,325592,325592,-363139,310879.59,0,413874,0,0,1787,1787,40588,0,0,0,-264832.12,0,0,-363139,-354713,-363139,0,-385292
NUZE,12/31/2016,USD,160639,577507,416868,416868,-347695,0,0,508334,0,-1848,0,1848,-53966,0,0,0,-331203,0,1848,-211964,-205542,-347695,0,-346374
NUZE,9/30/2016,USD,-52456,223809,276265,276265,-312123,255000,0,255105,0,0,0,0,-203,0,0,0,-302935,0,0,-307561,-307561,-312123,0,-302935
NUZE,6/30/2016,USD,63723,136268,191225,72545,-1620031,398000,0,398388,0,0,0,0,69,0,0,0,0,0,0,-1624593,-1624593,-1620031,0,-324820
NUZE,3/31/2016,USD,-20678,-50954,-30276,-30276,338787,359000,0,-359465,0,0,0,0,0,0,0,0,0,0,0,338787,338787,338787,0,337939
NVST,12/31/2020,USD,388500000,773500000,343800000,343800000,96800000,264600000,27100000,408600000,0,-21300000,0,21300000,732300000,-1300000,10900000,112400000,74200000,-34200000,21300000,108400000,152800000,96800000,209200000,108400000
NVST,9/30/2020,USD,340700000,617100000,299800000,299800000,69400000,248800000,22500000,327000000,0,-23400000,0,23400000,640500000,200000,11900000,22700000,46200000,10600000,23400000,35600000,55900000,69400000,92100000,35600000
NVST,6/30/2020,USD,150500000,347500000,211500000,211500000,-107900000,241900000,16500000,258400000,0,-14500000,0,14500000,362000000,100000,10100000,0,-122300000,-28800000,14500000,-93500000,-60100000,-107900000,0,-93500000
NVST,3/31/2020,USD,278400000,543900000,268800000,268800000,-25000000,268700000,34700000,321800000,0,-3300000,0,3300000,547200000,100000,9500000,0,-28200000,-11000000,3300000,-17200000,-62900000,-25000000,0,-17200000
NXTC,12/31/2020,USD,-183000,-183000,0,0,-16237000,4131000,12106000,16237000,0,0,0,0,0,776000,0,0,-15461000,0,0,-3561000,-15980000,-16237000,0,-15461000
NXTC,9/30/2020,USD,0,0,0,0,-17399000,4659000,12740000,17399000,0,0,0,0,0,1032000,0,0,-16367000,0,0,-16367000,-17004000,-17399000,0,-16367000
NXTC,6/30/2020,USD,0,0,0,0,-15801000,4671000,11130000,15801000,0,0,0,0,0,1293000,0,0,-14508000,0,0,-14508000,-12030000,-15801000,0,-14508000
NXTC,3/31/2020,USD,0,22378000,0,0,8212000,3588000,10578000,14166000,0,0,1521000,0,0,1521000,0,0,9733000,0,0,9733000,9190000,8212000,0,9733000
NXTC,12/31/2019,USD,-9874000,1796000,11879000,11879000,-12010000,2618000,11397000,14015000,0,0,1083000,-202000,0,1083000,0,0,-10927000,0,0,-827000,-10907000,-12010000,0,-10927000
NXTC,9/30/2019,USD,-6898000,1583000,8481000,8481000,-9702000,2622000,8663000,11285000,0,0,1268000,-56000,0,1268000,0,0,-8434000,0,0,-8434000,-8492000,-9702000,0,-8434000
NXTC,6/30/2019,USD,1251000,1402000,151000,151000,-8955000,2714000,7643000,10357000,0,0,734000,-57000,0,734000,0,0,-8221000,0,0,-8221000,-8221000,-8955000,0,-8221000
OCFT,12/31/2020,CNY,368370000,1075726000,707356000,707356000,-350716000,402057000,349223000,1426442000,0,-15342000,17270000,32612000,0,0,0,0,-430501000,-43616000,0,-386885000,0,-397889000,0,-364922000
OCFT,9/30/2020,CNY,375968000,881447000,505479000,505479000,-237220000,354552000,295552000,-36916000,0,-15364000,17973000,33337000,0,0,0,0,-267089000,-18267000,0,-248822000,0,-220501000,0,-243025000
OCFT,6/30/2020,CNY,297275000,774318000,477043000,477043000,-323139000,359222000,288913000,-27721000,0,-24969000,14387000,39356000,0,0,0,0,-387120000,-41792000,0,-345328000,0,-310339000,0,-330934000
OCFT,3/31/2020,CNY,201843000,580799000,378956000,378956000,-424732000,348574000,239602000,38399000,0,-17451000,27607000,45058000,0,0,0,0,-466544000,-33456000,0,-433088000,0,-400764000,0,-414727000
OCFT,12/31/2019,CNY,259845000,772923000,513078000,513078000,-535910000,468022000,314597000,13136000,0,-3819000,37880000,42114000,0,0,0,0,-588654000,49884000,0,-638538000,0,-500304000,0,-619375000
OCFT,9/30/2019,CNY,225646000,584739000,359093000,359093000,-347252000,339783000,198504000,-16261000,0,10714000,52952000,39664000,0,0,0,0,-324919000,-33830000,0,-291089000,0,-273889000,0,-286308000
OCFT,6/30/2019,CNY,153676000,521912000,368236000,368236000,-352004000,319246000,174187000,873916000,0,-12098000,29167000,41265000,0,0,0,0,-369683000,-45489000,0,-341079000,0,-328418000,0,-339649000
OCFT,3/31/2019,CNY,221361000,448272000,226911000,226911000,-460365000,264684000,268807000,907386000,0,-16565000,-18083000,-30169000,0,0,0,0,-479180000,-62374000,0,-416806000,0,-429551000,0,-415234000
OCFT,12/31/2018,CNY,21548157.3,74287417.31,52739260.01,52739260.01,-78319255.65,65505270.04,0,0,0,0,0,-31879000,0,0,0,0,-79897942.87,8975067.24,0,0,0,0,0,-90274914.59
OCFT,9/30/2018,USD,-344887.83,52702033.8,53046921.63,53046921.63,-32943557.19,32246793.52,20173244.62,85645591,0,0,0,-7543129.18,0,0,0,0,-41495872.7,-9654821,0,-31841051.7,0,-32943557.19,0,-31227270.74
OCG,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCG,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCG,12/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22668,0,0,0,0,0,0
OCG,9/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22668,0,0,0,0,0,0
OLMA,12/31/2020,USD,0,0,0,0,-10131000,3842000,6289000,10131000,0,0,0,0,0,0,0,0,-10131000,0,0,-10131000,0,-10131000,0,-10131000
OLMA,12/31/2019,USD,0,0,0,0,-1017000,107000,910000,1017000,0,0,0,0,0,0,0,0,-1017000,0,0,-1017000,0,-1014000,0,-1017000
OM,12/31/2020,USD,417000,17247000,16830000,16830000,-31615000,24248000,7784000,48862000,0,-428000,0,428000,0,0,0,0,-32043000,0,0,-32043000,0,-31615000,0,-32043000
OM,9/30/2020,USD,-5126000,13756000,18882000,18882000,-40733000,26432000,9175000,54489000,0,-431000,0,431000,0,0,0,0,-42294000,0,0,-42294000,0,-40300000,0,-42294000
OM,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OM,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OM,12/31/2019,USD,-2780000,7085000,9865000,9865000,-18570000,9161000,6629000,25655000,0,-646000,374000,1020000,0,0,0,0,-19446000,0,0,-19446000,0,-17373000,0,-19446000
OM,9/30/2019,USD,-5294000,2630000,7924000,7924000,-18450000,7448000,5708000,21080000,0,-478000,569000,1047000,0,0,0,0,-15382000,20000,0,-15402000,0,-17751000,0,-15402000
OM,6/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OM,3/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONCR,12/31/2020,USD,0,0,0,0,-11561000,3968000,7593000,11561000,0,5000,5000,0,0,0,0,0,-11567000,0,0,-11567000,0,-11171000,0,-11567000
ONCR,9/30/2020,USD,0,0,0,0,-8900000,1973000,6927000,8900000,0,2000,2000,0,0,0,0,0,-19531000,0,0,-19531000,0,-8545000,0,-19531000
ONCR,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONCR,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONCR,12/31/2019,USD,0,0,0,0,-9005000,3141000,5864000,9005000,0,178000,178000,0,0,0,0,0,-8867000,0,0,-8867000,0,-8720000,0,-8867000
ONCR,9/30/2019,USD,0,0,0,0,-7734000,1513000,6221000,7734000,0,164000,164000,0,0,0,0,0,-7573000,0,0,-7573000,0,-7467000,0,-7573000
ONEM,12/31/2020,USD,44974000,116153000,71179000,71179000,-2796000,47166000,0,171739000,174000,-5758000,173000,5758000,121800000,0,0,6238000,-8379000,-232000,5758000,-8148000,-8165000,-2796000,3442000,-8147000
ONEM,9/30/2020,USD,39020000,97801000,58781000,58781000,-10822000,47973000,0,160377000,235000,-5647000,235000,5647000,101667000,0,0,5723000,-16234000,181000,5647000,-16415000,-16421000,-10822000,-5099000,-16415000
ONEM,6/30/2020,USD,22729000,76179000,53450000,53450000,-28713000,48088000,0,154801000,366000,-1976000,366000,1976000,78000000,0,1101000,5162000,-30323000,-22000,1976000,-30301000,-30352000,-28713000,-23551000,-30301000
ONEM,3/31/2020,USD,-43051000,87255000,51550000,51550000,-29028000,51021000,0,158955000,1035000,-54000,1035000,54000,78756000,0,1020000,5178000,-33903000,-49000,54000,-34558000,-33810000,-29028000,-23850000,-33854000
ONEW,12/31/2020,USD,51512000,213159000,161647000,161647000,16036000,34860000,0,35921000,0,-924000,0,924000,214083000,94000,0,963000,10299000,2511000,924000,11775000,11775000,16036000,16999000,7788000
ONEW,9/30/2020,USD,64066000,263041000,206970000,328479000,16517000,39658000,0,40737000,0,-1436000,0,1436000,264477000,-49000,0,874000,3093000,1120000,7995000,5974000,5974000,16517000,17391000,1973000
ONEW,6/30/2020,USD,435264000,405191000,313588000,313588000,50678000,43152000,0,43977000,0,-3082000,0,3082000,408273000,61000,0,824000,19104000,4737000,3082000,40622000,40622000,50678000,51502000,14367000
ONEW,3/31/2020,USD,-303387000,-158008000,145379000,145379000,8722000,32146000,0,35862000,0,-2457000,-4982000,2457000,189963000,-289000,0,791000,1557000,472000,2457000,2979000,0,8722000,9513000,1085000
ONEW,12/31/2019,USD,32189000,153698000,121509000,121509000,2552000,28305000,0,150709000,0,-4512000,-4512000,4512000,0,-13000,0,760000,-1067000,0,0,-1067000,0,2552000,3312000,-1314000
OPRT,12/31/2020,USD,140832000,140832000,0,0,129152000,2880000,0,11680000,0,120872000,134361000,13489000,5071000,0,2100000,0,14663000,6150000,13489000,8513000,8520000,129152000,0,8513000
OPRT,9/30/2020,USD,136767000,136767000,0,0,125629000,11138000,0,11138000,0,116627000,130035000,13408000,-17723000,0,2200000,0,-7846000,-1800000,13408000,-6046000,-6040000,125629000,0,-6046000
OPRT,6/30/2020,USD,142707000,142707000,0,0,140067000,2640000,0,2640000,0,120976000,136086000,15110000,-72869000,0,2600000,0,-46948000,-12700000,15110000,-34201000,-34243000,140067000,0,-34248000
OPRT,3/31/2020,USD,163428000,163428000,0,0,159615000,3813000,0,3813000,0,132797000,149158000,16361000,-46209000,0,2500000,0,-18016000,-4715000,16361000,-13301000,-13418000,159615000,0,-13301000
OPRT,12/31/2019,USD,165344000,165344000,-728000,21836000,159868000,4576000,0,5476000,0,134158000,149953000,15795000,10723000,0,2600000,0,31197000,8034000,15795000,23117000,23169000,159868000,0,23163000
OPRT,9/30/2019,USD,131093000,153880000,22383000,22383000,14415000,3886000,0,122032000,0,123773000,139272000,15499000,0,0,2300000,0,14429000,4400000,0,10029000,10037000,31444000,0,10029000
OPRT,6/30/2019,USD,125507000,142596000,17098000,17098000,38866000,3572000,0,100323000,0,115127000,129760000,14633000,0,0,2200000,0,18892000,5100000,0,13792000,13751000,42282000,0,13792000
OPRT,3/31/2019,USD,118043000,138328000,19463000,19463000,19968000,3358000,0,97332000,0,112127000,126746000,14619000,0,0,1700000,0,19968000,5354000,0,14614000,14611000,40174000,0,14614000
OPRT,12/31/2018,USD,136507000,139012000,2145000,2145000,53664000,3125000,0,84988000,0,0,0,-13297000,0,0,2200000,0,34814000,9541000,0,25273000,25276000,53664000,0,25273000
OPRT,9/30/2018,USD,121418000,128484000,7066000,7066000,47882000,2895000,0,80602000,0,0,0,-11932000,0,0,2100000,0,29039000,8200000,0,20839000,20841000,47882000,0,20839000
OPT,12/31/2020,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1761416,0,0,0,0,0,0
OPT,9/30/2020,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1761416,0,0,0,0,0,0
OPT,6/30/2020,AUD,-97054,72593,0,0,0,2203737,0,0,0,0,0,0,0,0,0,0,0,-2343966,0,0,0,0,0,0
OPT,3/31/2020,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2343966,0,0,0,0,0,0
OPT,12/31/2019,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1922596,0,0,0,0,0,0
OPT,9/30/2019,AUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1922596,0,0,0,0,0,0
ORCC,12/31/2020,USD,0,202161000,0,0,0,7460000,0,0,0,181954000,207808000,25854000,0,0,0,0,186130000,5466000,0,180664000,0,0,0,180664000
ORCC,9/30/2020,USD,0,179516000,0,0,0,5168000,0,-40531000,0,142206000,179597000,37391000,0,0,0,0,214879000,-1168000,0,216047000,0,0,0,216047000
ORCC,6/30/2020,USD,0,274771000,0,0,0,5262000,0,-33442000,0,150523000,183246000,32723000,0,0,0,0,302951000,-668000,0,303619000,0,0,0,303619000
ORCC,3/31/2020,USD,108595000,-347456000,96137000,96137000,146256000,5549000,0,-42490000,0,164436000,198393000,33957000,0,0,0,0,-310515000,2075000,0,-312590000,0,0,0,-312590000
ORCC,12/31/2019,USD,107860000,107558000,94395000,94395000,145372000,4972000,0,-37835000,0,161544000,193107000,31563000,0,0,0,0,140421000,230000,0,140191000,0,181026000,0,140191000
ORCC,9/30/2019,USD,112253000,95464000,75901000,75901000,137906000,5752000,0,-29242000,0,153975000,180944000,26969000,0,0,0,0,118954000,302000,0,118652000,0,167642000,0,118652000
ORCC,6/30/2019,USD,123822000,131735000,52313000,52313000,119622000,4421000,0,2865000,0,137371000,171364000,33993000,0,0,0,0,124449000,-221000,0,124670000,0,156259000,0,124670000
ORCC,3/31/2019,USD,101559000,120041000,49916000,49916000,96005000,3881000,0,3881000,0,111710000,18482000,34729000,0,0,0,0,114487000,1673000,0,114487000,0,132407000,0,114487000
ORCC,12/31/2018,USD,126829000,38583000,40277000,40277000,109404000,3377000,0,17425000,0,0,0,-26229000,0,0,0,0,35206000,278000,0,34928000,0,109404000,0,34928000
ORCC,9/30/2018,USD,110485000,76494000,0,0,93226000,3936000,0,17259000,0,0,0,-21386000,0,0,0,0,72558000,232000,0,72326000,0,93226000,0,72326000
ORCC,6/30/2018,USD,86100000,54630000,0,0,69974000,3384000,0,16126000,0,0,0,-17102000,0,0,0,0,51246000,531000,0,50715000,0,69974000,0,50715000
ORCC,9/30/2012,USD,0,41295000,18808000,18808000,3389000,16214000,2470000,0,0,0,0,463000,0,0,0,0,2966000,602000,0,0,0,0,0,2364000
ORCC,6/30/2012,USD,0,40422000,16945000,16945000,3420000,16662000,2774000,0,0,0,0,431000,0,0,0,0,2989000,1270000,0,0,0,0,0,1719000
ORCC,3/31/2012,USD,0,41292000,16814000,16814000,4759000,16203000,2605000,0,0,0,0,367000,0,0,0,0,4414000,1799000,0,0,0,0,0,2615000
ORCC,12/31/2011,USD,0,38665000,16181000,16181000,3470000,15389000,2537000,0,0,0,0,0,0,0,0,0,2588000,357000,0,0,0,0,0,2231000
ORCC,9/30/2011,USD,0,38410000,17375000,17375000,1884000,15332000,2605000,0,0,0,0,0,0,0,0,0,1596000,771000,0,0,0,0,0,825000
ORCC,6/30/2011,USD,0,38330000,16791000,16791000,0,17665000,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124000
ORCC,3/31/2011,USD,0,39278000,17520000,17520000,217000,17246000,2646000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORCC,12/31/2010,USD,0,37777000,15478000,15478000,1138000,16092000,2498000,0,0,0,0,0,0,0,0,0,555000,130000,0,0,0,0,0,425000
ORCC,9/30/2010,USD,0,36795000,14773000,14773000,2825000,14576000,2277000,0,0,0,0,0,0,0,0,0,3129000,1427000,0,0,0,0,0,1702000
ORCC,6/30/2010,USD,0,36359000,14683000,14683000,1301000,15672000,2553000,0,0,0,0,0,0,0,0,0,1539000,469000,0,0,0,0,0,1070000
ORIC,9/30/2020,USD,0,0,0,0,-25602000,3800000,21802000,25602000,0,10000,10000,0,0,0,0,0,-25548000,0,0,-25548000,0,-25362000,0,-25548000
ORIC,6/30/2020,USD,0,0,0,0,-11123000,3400000,7723000,11123000,0,25000,25000,0,0,0,0,0,-11024000,0,0,-11024000,0,-10877000,0,-11024000
ORIC,3/31/2020,USD,0,0,0,0,-9179000,1925000,7254000,9179000,0,241000,241000,0,0,0,0,0,-8872000,0,0,-8872000,0,-8929000,0,-8872000
ORIC,12/31/2019,USD,0,0,0,0,-8771000,1811000,6960000,8771000,0,343000,343000,0,0,0,0,0,-8354000,0,0,-8354000,0,-8501000,0,-8354000
